Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T369,45,18,5,21840.19,13,Low,0.74,0.79,1,485.34,3.6,0.765,0.507,1,0.472,False,False,False,0.354,P3 - Standard Review,False
T370,20,14,1,81093.34,15,Low,0.52,0.29,2,4054.67,14.0,0.405,0.361,1,0.356,False,False,False,0.316,P3 - Standard Review,False
T371,65,15,9,15545.27,28,Medium,0.95,0.72,2,239.16,1.67,0.835,0.693,2,0.708,False,False,False,0.532,P2 - Monitor Closely,False
T372,8,6,7,34921.87,28,Low,0.27,0.59,0,4365.23,0.86,0.43,0.165,1,0.302,False,False,False,0.171,P4 - Low Priority,False
T373,16,11,8,86601.23,16,Medium,0.61,0.88,4,5412.58,1.38,0.745,0.595,2,0.661,False,False,False,0.574,P2 - Monitor Closely,False
T374,14,13,9,16337.61,27,Medium,0.93,0.4,3,1166.97,1.44,0.665,0.487,2,0.612,False,False,False,0.481,P3 - Standard Review,False
T375,76,1,6,9190.95,23,Low,0.92,0.65,3,120.93,0.17,0.785,0.802,1,0.564,False,True,True,0.539,P2 - Monitor Closely,False
T376,87,6,5,48969.26,19,Low,0.33,0.15,2,562.87,1.2,0.24,0.613,1,0.399,False,False,False,0.389,P3 - Standard Review,False
T377,15,9,6,30939.53,22,Low,0.49,0.42,1,2062.64,1.5,0.455,0.279,1,0.341,False,False,False,0.248,P4 - Low Priority,False
T378,66,8,2,56777.43,17,High,0.7,0.87,1,860.26,4.0,0.785,0.607,3,0.839,False,False,False,0.527,P2 - Monitor Closely,False
T379,32,11,4,80576.68,17,Medium,0.33,0.53,4,2518.02,2.75,0.43,0.573,2,0.591,False,False,False,0.535,P2 - Monitor Closely,False
T380,87,19,3,14577.7,21,Low,0.97,0.33,1,167.56,6.33,0.65,0.661,1,0.495,False,False,False,0.401,P3 - Standard Review,False
T381,63,9,7,58489.21,13,Low,0.93,0.2,3,928.4,1.29,0.565,0.678,1,0.483,False,False,False,0.477,P3 - Standard Review,False
T382,86,17,9,51045.37,17,Medium,0.33,0.66,1,593.55,1.89,0.495,0.61,2,0.615,False,False,False,0.437,P3 - Standard Review,False
T383,51,12,5,15263.8,14,High,0.3,0.62,4,299.29,2.4,0.46,0.667,3,0.792,False,False,False,0.634,P2 - Monitor Closely,False
T384,25,14,6,62775.85,14,High,0.27,0.4,3,2511.03,2.33,0.335,0.438,3,0.698,False,False,False,0.506,P2 - Monitor Closely,False
T385,58,15,2,28090.4,5,Medium,0.93,0.86,1,484.32,7.5,0.895,0.604,2,0.694,False,False,False,0.467,P3 - Standard Review,False
T386,63,16,3,49295.6,26,Low,0.35,0.12,3,782.47,5.33,0.235,0.579,1,0.387,False,False,False,0.414,P3 - Standard Review,False
T387,62,1,3,9144.96,14,Low,0.53,0.34,2,147.5,0.33,0.435,0.559,1,0.421,False,False,False,0.383,P3 - Standard Review,False
T388,22,10,9,46498.82,17,Low,0.56,0.84,2,2113.58,1.11,0.7,0.459,1,0.444,False,False,False,0.372,P3 - Standard Review,False
T389,58,8,7,31339.88,3,Low,0.68,0.36,2,540.34,1.14,0.52,0.567,1,0.441,False,False,False,0.394,P3 - Standard Review,False
T390,58,18,8,82415.74,22,Low,0.26,0.3,1,1420.96,2.25,0.28,0.42,1,0.349,False,False,False,0.285,P4 - Low Priority,False
T391,86,1,9,6640.89,7,Low,0.38,0.53,4,77.22,0.11,0.455,0.823,1,0.505,False,True,True,0.558,P2 - Monitor Closely,False
T392,49,2,6,42442.12,14,Low,0.95,0.76,3,866.17,0.33,0.855,0.702,1,0.548,False,True,False,0.509,P2 - Monitor Closely,False
T393,52,1,4,46384.71,2,High,0.93,0.18,0,892.01,0.25,0.555,0.4,3,0.731,False,False,False,0.394,P3 - Standard Review,False
T394,42,1,1,72775.6,29,Medium,0.83,0.85,2,1732.75,1.0,0.84,0.591,2,0.679,False,False,False,0.498,P3 - Standard Review,False
T395,70,9,8,57854.47,14,High,0.22,0.74,2,826.49,1.12,0.48,0.609,3,0.779,False,False,False,0.541,P2 - Monitor Closely,False
T396,15,13,7,67054.02,12,Medium,0.46,0.25,0,4470.27,1.86,0.355,0.174,2,0.457,False,False,False,0.236,P4 - Low Priority,False
T397,54,1,2,77927.88,8,Low,0.7,0.67,0,1443.11,0.5,0.685,0.448,1,0.438,False,False,False,0.29,P4 - Low Priority,False
T398,60,13,8,86358.09,1,Medium,0.42,0.41,1,1439.3,1.62,0.415,0.469,2,0.557,False,False,False,0.381,P3 - Standard Review,False
T399,8,7,5,32073.67,23,Low,0.93,0.42,3,4009.21,1.4,0.675,0.463,1,0.441,False,False,False,0.413,P3 - Standard Review,False
T400,53,2,7,54264.25,7,Medium,0.71,0.73,2,1023.85,0.29,0.72,0.604,2,0.659,False,False,False,0.492,P3 - Standard Review,False
T401,60,6,4,84170.7,28,Low,0.26,0.87,4,1402.84,1.5,0.565,0.739,1,0.501,False,True,False,0.538,P2 - Monitor Closely,False
T402,5,7,5,98955.66,29,High,0.93,0.2,1,19791.13,1.4,0.565,0.267,3,0.693,True,False,False,0.423,P3 - Standard Review,False
T403,68,14,8,89062.41,19,Low,0.97,0.44,1,1309.74,1.75,0.705,0.592,1,0.485,False,False,False,0.382,P3 - Standard Review,False
T404,6,18,1,37775.26,16,Low,0.26,0.48,4,6295.88,18.0,0.37,0.438,1,0.372,False,False,False,0.421,P3 - Standard Review,False
T405,47,15,1,20321.49,12,High,0.63,0.4,4,432.37,15.0,0.515,0.666,3,0.803,False,False,False,0.639,P2 - Monitor Closely,False
T406,55,2,4,49449.86,0,Low,0.44,0.39,4,899.09,0.5,0.415,0.672,1,0.451,False,False,False,0.5,P2 - Monitor Closely,False
T407,40,10,3,74422.5,1,Medium,0.51,0.14,0,1860.56,3.33,0.325,0.277,2,0.481,False,False,False,0.266,P4 - Low Priority,False
T408,52,12,2,49764.34,29,Medium,0.34,0.65,2,957.01,6.0,0.495,0.532,2,0.592,False,False,False,0.447,P3 - Standard Review,False
T409,16,17,3,48834.91,14,High,0.66,0.45,0,3052.18,5.67,0.555,0.238,3,0.682,False,False,False,0.339,P3 - Standard Review,False
T410,13,8,1,83984.81,11,High,0.97,0.26,2,6460.37,8.0,0.615,0.393,3,0.741,True,False,False,0.483,P3 - Standard Review,False
T411,30,11,1,36778.97,13,High,0.6,0.75,0,1225.97,11.0,0.675,0.337,3,0.736,False,False,False,0.381,P3 - Standard Review,False
T412,19,3,6,86119.67,24,Low,0.27,0.74,3,4532.61,0.5,0.505,0.462,1,0.406,False,False,False,0.4,P3 - Standard Review,False
T413,17,6,5,41273.68,28,High,0.7,0.49,2,2427.86,1.2,0.595,0.405,3,0.74,False,False,False,0.477,P3 - Standard Review,False
T414,63,9,8,33495.08,1,Medium,0.47,0.34,1,531.67,1.12,0.405,0.48,2,0.558,False,False,False,0.382,P3 - Standard Review,False
T415,19,6,2,45945.0,17,Medium,0.88,0.61,2,2418.16,3.0,0.745,0.459,2,0.62,False,False,False,0.443,P3 - Standard Review,False
T416,58,9,4,76482.25,21,Low,0.55,0.33,2,1318.66,2.25,0.44,0.543,1,0.418,False,False,False,0.381,P3 - Standard Review,False
T417,55,7,8,13474.2,6,Medium,0.35,0.29,2,244.99,0.88,0.32,0.493,2,0.545,False,False,False,0.417,P3 - Standard Review,False
T418,62,9,6,20445.5,28,High,0.35,0.68,3,329.77,1.5,0.515,0.658,3,0.8,False,False,False,0.598,P2 - Monitor Closely,False
T419,23,18,1,95193.04,22,High,0.82,0.13,0,4138.83,18.0,0.475,0.246,3,0.669,True,False,False,0.338,P3 - Standard Review,False
T420,9,12,4,18373.67,28,Low,0.41,0.18,1,2041.52,3.0,0.295,0.204,1,0.287,False,False,False,0.208,P4 - Low Priority,False
T421,12,8,1,57205.0,24,Low,0.81,0.11,0,4767.08,8.0,0.46,0.192,1,0.316,False,False,False,0.184,P4 - Low Priority,False
T422,1,8,2,58352.13,5,Low,0.36,0.22,0,58352.13,4.0,0.29,0.091,1,0.252,False,False,False,0.245,P4 - Low Priority,False
T423,58,18,5,49472.82,13,High,0.46,0.16,4,852.98,3.6,0.31,0.654,3,0.758,False,False,False,0.618,P2 - Monitor Closely,False
T424,1,15,8,64829.78,7,Medium,0.57,0.9,3,64829.78,1.88,0.735,0.45,2,0.615,False,False,False,0.606,P2 - Monitor Closely,False
T425,34,7,8,23752.85,26,Low,0.95,0.33,4,698.61,0.88,0.64,0.645,1,0.488,False,False,False,0.508,P2 - Monitor Closely,False
T426,48,11,3,55713.56,21,Low,0.95,0.22,3,1160.7,3.67,0.585,0.616,1,0.468,False,False,False,0.456,P3 - Standard Review,False
T427,89,16,4,37845.15,1,Low,0.37,0.29,0,425.23,4.0,0.33,0.499,1,0.382,False,False,False,0.278,P4 - Low Priority,False
T428,1,4,6,66505.06,16,Low,0.49,0.85,0,66505.06,0.67,0.67,0.205,1,0.362,False,False,False,0.335,P3 - Standard Review,False
T429,16,6,3,14981.13,4,High,0.32,0.52,3,936.32,2.0,0.42,0.423,3,0.711,False,False,False,0.505,P2 - Monitor Closely,False
T430,61,3,2,57516.86,13,Medium,0.61,0.39,0,942.9,1.5,0.5,0.424,2,0.561,False,False,False,0.332,P3 - Standard Review,False
T431,64,9,6,19341.77,24,Low,0.57,0.8,0,302.22,1.5,0.685,0.493,1,0.452,False,False,False,0.305,P3 - Standard Review,False
T432,63,10,5,28585.66,23,Medium,0.92,0.42,1,453.74,2.0,0.67,0.559,2,0.635,False,False,False,0.432,P3 - Standard Review,False
T433,69,14,5,22652.27,29,Low,0.94,0.37,4,328.29,2.8,0.655,0.807,1,0.54,False,True,True,0.568,P2 - Monitor Closely,False
T434,22,11,5,19100.94,28,High,0.51,0.27,4,868.22,2.2,0.39,0.516,3,0.733,False,False,False,0.574,P2 - Monitor Closely,False
T435,67,18,5,82745.38,19,Low,0.59,0.4,4,1235.01,3.6,0.495,0.75,1,0.491,False,True,True,0.536,P2 - Monitor Closely,False
T436,76,12,3,29285.05,20,Low,0.92,0.35,2,385.33,4.0,0.635,0.682,1,0.498,False,False,False,0.446,P3 - Standard Review,False
T437,26,12,7,92785.25,28,Low,0.85,0.64,1,3568.66,1.71,0.745,0.415,1,0.44,False,False,False,0.325,P3 - Standard Review,False
T438,16,13,6,97022.73,20,Medium,0.2,0.33,4,6063.92,2.17,0.265,0.451,2,0.522,False,False,False,0.484,P3 - Standard Review,False
T439,51,13,4,57554.79,21,Medium,0.46,0.56,4,1128.53,3.25,0.51,0.682,2,0.64,False,False,False,0.579,P2 - Monitor Closely,False
T440,86,19,2,15157.11,2,Medium,0.54,0.15,1,176.25,9.5,0.345,0.565,2,0.572,False,False,False,0.408,P3 - Standard Review,False
T441,57,19,9,38080.28,4,Low,0.38,0.25,0,668.08,2.11,0.315,0.351,1,0.335,False,False,False,0.223,P4 - Low Priority,False
T442,29,14,1,79975.49,15,Low,0.36,0.43,4,2757.78,14.0,0.395,0.549,1,0.41,False,False,False,0.457,P3 - Standard Review,False
T443,78,4,4,37371.68,17,Low,0.23,0.85,0,479.12,1.0,0.54,0.513,1,0.429,False,False,False,0.301,P3 - Standard Review,False
T444,69,13,1,9614.7,25,Medium,0.71,0.4,4,139.34,13.0,0.555,0.777,2,0.677,False,False,True,0.615,P2 - Monitor Closely,False
T445,47,8,6,56121.71,16,Low,0.41,0.63,3,1194.08,1.33,0.52,0.592,1,0.448,False,False,False,0.442,P3 - Standard Review,False
T446,62,19,4,84666.96,10,Medium,0.24,0.3,2,1365.6,4.75,0.27,0.51,2,0.54,False,False,False,0.421,P3 - Standard Review,False
T447,69,12,5,79796.71,16,High,0.38,0.2,4,1156.47,2.4,0.29,0.697,3,0.767,True,False,True,0.633,P2 - Monitor Closely,True
T448,76,18,5,18337.19,15,High,0.84,0.15,3,241.28,3.6,0.495,0.715,3,0.814,False,False,True,0.617,P2 - Monitor Closely,False
T449,16,6,9,67603.7,25,Low,0.88,0.34,1,4225.23,0.67,0.61,0.33,1,0.388,False,False,False,0.284,P4 - Low Priority,False
T450,48,18,1,22829.92,22,Low,0.59,0.23,3,475.62,18.0,0.41,0.564,1,0.418,False,False,False,0.422,P3 - Standard Review,False
T451,85,19,2,22602.55,1,Low,0.53,0.24,1,265.91,9.5,0.385,0.573,1,0.416,False,False,False,0.348,P3 - Standard Review,False
T452,39,5,6,87533.11,3,Medium,0.98,0.71,4,2244.44,0.83,0.845,0.729,2,0.721,False,False,False,0.625,P2 - Monitor Closely,False
T453,33,9,5,25717.23,20,High,0.36,0.11,1,779.31,1.8,0.235,0.294,3,0.635,False,False,False,0.367,P3 - Standard Review,False
T454,23,3,7,27061.49,6,Low,0.37,0.55,3,1176.59,0.43,0.46,0.466,1,0.398,False,False,False,0.391,P3 - Standard Review,False
T455,10,10,3,1064.69,1,Low,0.43,0.4,2,106.47,3.33,0.415,0.319,1,0.345,False,False,False,0.293,P4 - Low Priority,False
T456,69,19,3,87196.23,29,High,0.34,0.51,0,1263.71,6.33,0.425,0.438,3,0.716,True,False,False,0.399,P3 - Standard Review,False
T457,34,3,2,79466.89,5,High,0.5,0.55,0,2337.26,1.5,0.525,0.31,3,0.698,True,False,False,0.362,P3 - Standard Review,False
T458,52,15,3,63105.56,16,Low,0.93,0.35,2,1213.57,5.0,0.64,0.576,1,0.467,False,False,False,0.408,P3 - Standard Review,False
T459,10,1,1,75276.31,6,Medium,0.69,0.34,0,7527.63,1.0,0.515,0.199,2,0.496,False,False,False,0.264,P4 - Low Priority,False
T460,19,7,5,16052.81,24,Low,0.53,0.69,4,844.88,1.4,0.61,0.568,1,0.459,False,False,False,0.477,P3 - Standard Review,False
T461,58,12,5,46374.04,4,Low,0.95,0.8,4,799.55,2.4,0.875,0.823,1,0.589,False,True,False,0.593,P2 - Monitor Closely,False
T462,1,17,7,35770.72,4,High,0.24,0.25,3,35770.72,2.43,0.245,0.303,3,0.64,False,False,False,0.519,P2 - Monitor Closely,False
T463,69,5,4,10283.88,19,High,0.37,0.18,3,149.04,1.25,0.275,0.618,3,0.74,False,False,True,0.563,P2 - Monitor Closely,False
T464,4,4,3,49126.92,15,Medium,0.65,0.82,1,12281.73,1.33,0.735,0.313,2,0.574,False,False,False,0.371,P3 - Standard Review,False
T465,16,12,1,92153.23,18,Low,0.69,0.38,3,5759.58,12.0,0.535,0.457,1,0.411,False,False,False,0.403,P3 - Standard Review,False
T466,24,18,8,4965.85,8,High,0.23,0.54,4,206.91,2.25,0.385,0.523,3,0.734,False,False,False,0.575,P2 - Monitor Closely,False
T467,80,17,3,29854.63,4,Low,0.52,0.39,3,373.18,5.67,0.455,0.721,1,0.474,False,True,True,0.483,P3 - Standard Review,False
T468,2,19,2,21546.55,7,Low,0.72,0.2,0,10773.28,9.5,0.46,0.147,1,0.303,False,False,False,0.18,P4 - Low Priority,False
T469,32,9,4,24576.52,8,Medium,0.76,0.57,1,768.02,2.25,0.665,0.418,2,0.592,False,False,False,0.38,P3 - Standard Review,False
T470,84,4,3,90935.02,4,Low,0.71,0.52,1,1082.56,1.33,0.615,0.637,1,0.481,False,False,False,0.391,P3 - Standard Review,False
T471,24,2,1,47338.84,9,Medium,0.46,0.26,4,1972.45,2.0,0.36,0.516,2,0.56,False,False,False,0.507,P2 - Monitor Closely,False
T472,12,4,3,47163.64,24,Medium,0.27,0.46,3,3930.3,1.33,0.365,0.388,2,0.523,False,False,False,0.427,P3 - Standard Review,False
T473,50,2,2,76296.99,1,Low,0.54,0.74,0,1525.94,1.0,0.64,0.417,1,0.42,False,False,False,0.275,P4 - Low Priority,False
T474,35,15,8,16294.73,8,Low,0.3,0.57,3,465.56,1.88,0.435,0.513,1,0.408,False,False,False,0.405,P3 - Standard Review,False
T475,33,2,6,49239.27,10,Low,0.96,0.18,2,1492.1,0.33,0.57,0.469,1,0.421,False,False,False,0.364,P3 - Standard Review,False
T476,33,4,9,43568.54,3,Low,0.58,0.54,3,1320.26,0.44,0.56,0.541,1,0.441,False,False,False,0.427,P3 - Standard Review,False
T477,61,6,8,60094.16,21,Medium,0.45,0.66,4,985.15,0.75,0.555,0.741,2,0.667,False,False,False,0.604,P2 - Monitor Closely,False
T478,51,7,3,99956.21,21,High,0.81,0.73,3,1959.93,2.33,0.77,0.685,3,0.86,True,False,False,0.632,P2 - Monitor Closely,False
T479,43,10,5,77175.44,21,Low,0.6,0.6,1,1794.78,2.0,0.6,0.448,1,0.421,False,False,False,0.322,P3 - Standard Review,False
T480,12,19,7,40388.7,1,Low,0.45,0.22,0,3365.72,2.71,0.335,0.154,1,0.28,False,False,False,0.158,P4 - Low Priority,False
T481,67,19,5,82927.75,22,Medium,0.85,0.67,4,1237.73,3.8,0.76,0.829,2,0.734,False,False,True,0.653,P2 - Monitor Closely,False
T482,65,12,8,17900.13,28,High,0.89,0.64,2,275.39,1.5,0.765,0.672,3,0.855,False,False,False,0.586,P2 - Monitor Closely,False
T483,33,3,5,4015.9,5,Low,0.74,0.12,0,121.69,0.6,0.43,0.277,1,0.336,False,False,False,0.204,P4 - Low Priority,False
T484,40,13,1,21240.39,26,Low,0.24,0.43,0,531.01,13.0,0.335,0.28,1,0.318,False,False,False,0.198,P4 - Low Priority,False
T485,74,18,5,34700.74,13,Medium,0.65,0.37,1,468.93,3.6,0.51,0.561,2,0.604,False,False,False,0.42,P3 - Standard Review,False
T486,43,8,4,51547.49,0,Low,0.81,0.64,1,1198.78,2.0,0.725,0.486,1,0.457,False,False,False,0.344,P3 - Standard Review,False
T487,44,15,6,61897.78,17,Low,0.31,0.27,1,1406.77,2.5,0.29,0.36,1,0.333,False,False,False,0.264,P4 - Low Priority,False
T488,29,1,3,91149.97,6,Medium,0.38,0.57,4,3143.1,0.33,0.475,0.573,2,0.6,False,False,False,0.54,P2 - Monitor Closely,False
T489,13,3,5,51475.55,0,Medium,0.91,0.83,3,3959.66,0.6,0.87,0.544,2,0.671,False,False,False,0.525,P2 - Monitor Closely,False
T490,12,8,2,50626.29,0,Medium,0.22,0.74,0,4218.86,4.0,0.48,0.198,2,0.489,False,False,False,0.254,P4 - Low Priority,False
T491,46,4,6,5974.06,0,Medium,0.8,0.84,3,129.87,0.67,0.82,0.678,2,0.701,False,False,False,0.563,P2 - Monitor Closely,False
T492,2,16,6,4456.24,23,Medium,0.58,0.88,3,2228.12,2.67,0.73,0.453,2,0.615,False,False,False,0.476,P3 - Standard Review,False
T493,35,10,5,55564.84,3,Low,0.56,0.11,1,1587.57,2.0,0.335,0.333,1,0.334,False,False,False,0.258,P4 - Low Priority,False
T494,87,12,6,44379.68,3,Low,0.21,0.6,3,510.11,2.0,0.405,0.738,1,0.469,False,True,True,0.486,P3 - Standard Review,False
T495,81,14,7,84078.86,28,Low,0.86,0.43,0,1038.01,2.0,0.645,0.558,1,0.463,False,False,False,0.327,P3 - Standard Review,False
T496,8,14,5,16907.28,17,Low,0.49,0.79,0,2113.41,2.8,0.64,0.228,1,0.363,False,False,False,0.207,P4 - Low Priority,False
T497,26,2,1,3472.19,26,Medium,0.63,0.3,2,133.55,2.0,0.465,0.406,2,0.548,False,False,False,0.396,P3 - Standard Review,False
T498,74,5,8,45454.84,10,High,0.74,0.88,4,614.25,0.62,0.81,0.876,3,0.925,False,False,True,0.74,P1 - Immediate Attention,False
T499,34,5,4,24510.38,26,High,0.76,0.59,3,720.89,1.25,0.675,0.58,3,0.809,False,False,False,0.583,P2 - Monitor Closely,False
T500,7,6,9,5911.82,0,Medium,0.96,0.73,4,844.55,0.67,0.845,0.585,2,0.678,False,False,False,0.569,P2 - Monitor Closely,False
T501,68,13,6,72735.23,27,Low,0.63,0.17,4,1069.64,2.17,0.4,0.726,1,0.464,False,True,True,0.519,P2 - Monitor Closely,False
T502,58,9,1,12047.71,9,Low,0.52,0.25,4,207.72,9.0,0.385,0.676,1,0.446,False,False,False,0.498,P3 - Standard Review,False
T503,75,15,3,61223.63,8,High,0.96,0.71,4,816.32,5.0,0.835,0.888,3,0.933,False,False,True,0.747,P1 - Immediate Attention,False
T504,29,14,3,28823.93,22,Medium,0.71,0.12,0,993.93,4.67,0.415,0.255,2,0.493,False,False,False,0.263,P4 - Low Priority,False
T505,36,7,4,18176.11,3,Medium,0.44,0.75,3,504.89,1.75,0.595,0.565,2,0.622,False,False,False,0.504,P2 - Monitor Closely,False
T506,89,2,6,38595.4,27,Medium,0.3,0.11,2,433.66,0.33,0.205,0.612,2,0.558,False,False,False,0.452,P3 - Standard Review,False
T507,21,7,7,80343.13,5,Medium,0.87,0.63,4,3825.86,1.0,0.75,0.619,2,0.669,False,False,False,0.58,P2 - Monitor Closely,False
T508,36,6,4,39817.26,29,High,0.49,0.39,2,1106.04,1.5,0.44,0.444,3,0.721,False,False,False,0.477,P3 - Standard Review,False
T509,10,17,6,75326.2,15,Low,0.73,0.59,0,7532.62,2.83,0.66,0.243,1,0.372,False,False,False,0.225,P4 - Low Priority,False
T510,73,2,1,13423.14,1,Medium,0.58,0.66,0,183.88,2.0,0.62,0.514,2,0.612,False,False,False,0.374,P3 - Standard Review,False
T511,24,3,8,77504.37,22,High,0.36,0.37,1,3229.35,0.38,0.365,0.292,3,0.661,True,False,False,0.382,P3 - Standard Review,False
T512,64,5,7,24456.4,17,Low,0.68,0.19,4,382.13,0.71,0.435,0.718,1,0.469,False,True,False,0.518,P2 - Monitor Closely,False
T513,49,5,9,68061.92,9,Medium,0.25,0.16,1,1389.02,0.56,0.205,0.357,2,0.481,False,False,False,0.322,P3 - Standard Review,False
T514,36,1,3,57012.37,23,Low,0.53,0.57,2,1583.68,0.33,0.55,0.477,1,0.42,False,False,False,0.366,P3 - Standard Review,False
T515,82,8,2,92985.33,23,High,0.64,0.52,3,1133.97,4.0,0.58,0.768,3,0.846,True,False,True,0.645,P2 - Monitor Closely,True
T516,24,12,1,39344.93,16,Low,0.55,0.69,1,1639.37,12.0,0.62,0.369,1,0.401,False,False,False,0.294,P4 - Low Priority,False
T517,23,4,3,7550.35,12,Medium,0.8,0.51,0,328.28,1.33,0.655,0.3,2,0.554,False,False,False,0.297,P4 - Low Priority,False
T518,62,13,5,2896.39,23,Low,0.86,0.44,4,46.72,2.6,0.65,0.774,1,0.529,False,True,False,0.555,P2 - Monitor Closely,False
T519,37,15,2,82859.0,17,Medium,0.82,0.42,2,2239.43,7.5,0.62,0.502,2,0.608,False,False,False,0.448,P3 - Standard Review,False
T520,12,11,3,52948.83,21,Low,0.23,0.12,0,4412.4,3.67,0.175,0.106,1,0.233,False,False,False,0.129,P4 - Low Priority,False
T521,55,10,4,77749.16,12,Low,0.36,0.37,3,1413.62,2.5,0.365,0.582,1,0.414,False,False,False,0.427,P3 - Standard Review,False
T522,13,3,7,24208.13,16,Low,0.63,0.88,4,1862.16,0.43,0.755,0.585,1,0.493,False,False,False,0.497,P3 - Standard Review,False
T523,23,14,3,35163.29,4,High,0.95,0.8,3,1528.84,4.67,0.875,0.591,3,0.852,False,False,False,0.604,P2 - Monitor Closely,False
T524,89,16,9,3980.28,10,Low,0.87,0.36,3,44.72,1.78,0.615,0.81,1,0.533,False,True,True,0.528,P2 - Monitor Closely,False
T525,30,10,8,96187.74,6,Low,0.87,0.57,4,3206.26,1.25,0.72,0.651,1,0.506,False,False,False,0.522,P2 - Monitor Closely,False
T526,17,10,4,67118.92,28,Medium,0.44,0.78,4,3948.17,2.5,0.61,0.559,2,0.623,False,False,False,0.547,P2 - Monitor Closely,False
T527,62,12,1,93387.3,9,Medium,0.54,0.45,3,1506.25,12.0,0.495,0.652,2,0.628,False,False,False,0.53,P2 - Monitor Closely,False
T528,84,9,1,27284.14,16,High,0.58,0.11,2,324.81,9.0,0.345,0.631,3,0.758,False,False,False,0.537,P2 - Monitor Closely,False
T529,89,1,1,61534.9,14,Low,0.33,0.16,4,691.4,1.0,0.245,0.774,1,0.448,False,True,True,0.524,P2 - Monitor Closely,False
T530,86,5,1,68171.5,17,Medium,0.22,0.51,0,792.69,5.0,0.365,0.496,2,0.555,False,False,False,0.348,P3 - Standard Review,False
T531,13,8,8,32437.42,22,Low,0.96,0.88,1,2495.19,1.0,0.92,0.409,1,0.473,False,False,False,0.334,P3 - Standard Review,False
T532,59,11,3,84962.81,21,Low,0.39,0.65,2,1440.05,3.67,0.52,0.571,1,0.442,False,False,False,0.398,P3 - Standard Review,False
T533,19,12,6,94768.98,18,Medium,0.39,0.16,4,4987.84,2.0,0.275,0.468,2,0.529,False,False,False,0.489,P3 - Standard Review,False
T534,49,1,3,88600.66,29,Medium,0.27,0.25,4,1808.18,0.33,0.26,0.598,2,0.565,False,False,False,0.529,P2 - Monitor Closely,False
T535,12,11,5,74167.63,25,Medium,0.94,0.72,2,6180.64,2.2,0.83,0.453,2,0.635,False,False,False,0.455,P3 - Standard Review,False
T536,61,5,7,28469.0,1,Low,0.66,0.77,1,466.7,0.71,0.715,0.564,1,0.479,False,False,False,0.371,P3 - Standard Review,False
T537,19,15,2,28879.99,25,Low,0.73,0.59,3,1520.0,7.5,0.66,0.508,1,0.451,False,False,False,0.423,P3 - Standard Review,False
T538,76,5,6,96372.67,3,Low,0.93,0.62,0,1268.06,0.83,0.775,0.574,1,0.494,False,False,False,0.344,P3 - Standard Review,False
T539,9,12,6,2018.17,2,High,0.48,0.12,4,224.24,2.0,0.3,0.43,3,0.689,False,False,False,0.534,P2 - Monitor Closely,False
T540,71,5,3,71888.95,6,Low,0.7,0.76,1,1012.52,1.67,0.73,0.613,1,0.497,False,False,False,0.392,P3 - Standard Review,False
T541,28,17,6,70918.37,23,Low,0.23,0.73,0,2532.8,2.83,0.48,0.27,1,0.344,False,False,False,0.21,P4 - Low Priority,False
T542,78,17,5,62646.26,17,Low,0.35,0.31,2,803.16,3.4,0.33,0.6,1,0.413,False,False,False,0.392,P3 - Standard Review,False
T543,52,12,2,99020.78,9,Medium,0.86,0.67,4,1904.25,6.0,0.765,0.763,2,0.715,False,False,False,0.631,P2 - Monitor Closely,False
T544,83,15,9,31876.06,6,Low,0.81,0.27,3,384.05,1.67,0.54,0.76,1,0.503,False,True,True,0.505,P2 - Monitor Closely,False
T545,16,15,8,34657.21,7,High,0.48,0.13,2,2166.08,1.88,0.305,0.313,3,0.655,False,False,False,0.42,P3 - Standard Review,False
T546,69,6,3,8815.0,5,Low,0.5,0.26,4,127.75,2.0,0.38,0.724,1,0.46,False,True,True,0.515,P2 - Monitor Closely,False
T547,12,12,8,44837.02,21,High,0.63,0.24,1,3736.42,1.5,0.435,0.259,3,0.665,False,False,False,0.376,P3 - Standard Review,False
T548,25,18,9,26843.8,25,Low,0.2,0.37,0,1073.75,2.0,0.285,0.198,1,0.283,False,False,False,0.165,P4 - Low Priority,False
T549,52,14,3,34995.28,0,Medium,0.39,0.43,0,672.99,4.67,0.41,0.357,2,0.522,False,False,False,0.299,P4 - Low Priority,False
T550,85,2,3,83622.61,3,High,0.37,0.51,4,983.8,0.67,0.44,0.814,3,0.832,True,False,True,0.688,P2 - Monitor Closely,True
T551,53,9,2,93612.97,13,Low,0.4,0.48,2,1766.28,4.5,0.44,0.52,1,0.411,False,False,False,0.373,P3 - Standard Review,False
T552,23,5,8,19387.57,16,High,0.84,0.32,3,842.94,0.62,0.58,0.502,3,0.767,False,False,False,0.547,P2 - Monitor Closely,False
T553,16,1,1,37878.38,19,Low,0.42,0.12,1,2367.4,1.0,0.27,0.228,1,0.289,False,False,False,0.215,P4 - Low Priority,False
